"id-icono-nombre-descripcion"
"16","https://static.wikia.nocookie.net/bindingofisaac/images/c/c7/Objeto_La_Biblia.png/revision/latest?cb=20210304051927&path-prefix=es","La Biblia","Al activarlo, Isaac puede volar durante la habitación actual, mata instantáneamente a Mom, Mom\'s Heart y It Lives, y mata a Isaac si se usa contra Satan."
"17","https://static.wikia.nocookie.net/bindingofisaac/images/d/d7/Objeto_La_Pop%C3%B3.png/revision/latest?cb=20210304052004&path-prefix=es","La Popó","Hace aparecer una caca en el lugar donde Isaac se encuentre y empuja a los enemigos cercanos. Puede generar recursos como las cacas normales."
"18","https://static.wikia.nocookie.net/bindingofisaac/images/3/3c/Objeto_Las_Tijeras_Dentadas.png/revision/latest?cb=20210304051734&path-prefix=es","Las Tijeras Dentadas","Da vuelo durante la habitación actual, y convierte el cuerpo de Isaac en un familiar rápido que causa mucho daño por contacto."
"19","https://static.wikia.nocookie.net/bindingofisaac/images/5/58/Objeto_Libro_de_Belial.png/revision/latest?cb=20210304051930&path-prefix=es","Libro de Belial","+ 2 Daño durante la habitación actual. AB Asegura que la puerta del pacto se abra tras vencer al jefe si se lleva encima. AB Aumenta la probabilidad de que aparezca la habitación del pacto un 12.5%."
"20","https://static.wikia.nocookie.net/bindingofisaac/images/f/f1/Objeto_Libro_de_Revelaciones.png/revision/latest?cb=20210304050550&path-prefix=es","Libro de Revelaciones","Da un corazón de alma, aumenta la probabilidad de que aparezca la Habitación del Diablo o Habitación del Ángel y tiene una probabilidad de cambiar al jefe del piso por un Jinete del Apocalipsis. RP El jefe será cambiado por un Jinete del Apocalipsis siempre, si es posible."
"21","https://static.wikia.nocookie.net/bindingofisaac/images/e/eb/Objeto_Libro_de_las_Sombras.png/revision/latest?cb=20210304050551&path-prefix=es","Libro de las Sombras","Crea un escudo que anula todo tipo de daño durante 10 segundos."
"22","https://static.wikia.nocookie.net/bindingofisaac/images/5/55/Objeto_El_Libro_del_Pecado.png/revision/latest?cb=20210304051931&path-prefix=es","Libro de los Pecados","Hace aparecer un recurso, píldora, carta o baratija al azar."
"23","https://static.wikia.nocookie.net/bindingofisaac/images/a/a4/Objeto_Manual_de_monstruos.png/revision/latest?cb=20210304051658&path-prefix=es","Manual de monstruos","Hace aparecer un familiar de una selección específica RP durante la habitación actual RP durante el piso actual."
"24","https://static.wikia.nocookie.net/bindingofisaac/images/2/20/Objeto_Pergaminos_del_Mar_Muerto.png/revision/latest?cb=20210304050711&path-prefix=es","Manuscritos del Mar Muerto","Activa un efecto al azar de una lista de objetos activables. No se incluyen todos los objetos activables."
"25","https://static.wikia.nocookie.net/bindingofisaac/images/7/76/Objeto_Mazo_de_Cartas.png/revision/latest?cb=20210304050715&path-prefix=es","Mazo de Cartas","Da una carta al azar."
"26","https://static.wikia.nocookie.net/bindingofisaac/images/9/9e/Objeto_Mi_peque%C3%B1o_unicornio.png/revision/latest?cb=20210304051709&path-prefix=es","Mi pequeño unicornio","Da invencibilidad y + 0.28 Velocidad durante 6 segundos, pero Isaac no puede disparar. En este estado, causa 40 de daño por contacto a los enemigos."
"27","https://static.wikia.nocookie.net/bindingofisaac/images/6/67/Objeto_Olv%C3%ADdame_Ya.png/revision/latest?cb=20210304050752&path-prefix=es","Olvídame Ya","Reinicia el piso actual y se consume."
"28","https://static.wikia.nocookie.net/bindingofisaac/images/0/07/Objeto_Recetario_de_Anarquista.png/revision/latest?cb=20210304050507&path-prefix=es","Recetario de Anarquista","Hace aparecer 6 bombas troll en la habitación."
"29","https://static.wikia.nocookie.net/bindingofisaac/images/b/be/Objeto_Sost%C3%A9n_de_Mam%C3%A1.png/revision/latest?cb=20210304051640&path-prefix=es","Sostén de Mamá","Petrifica a todos los enemigos en la habitación durante 4 segundos."
"30","https://static.wikia.nocookie.net/bindingofisaac/images/d/dd/Objeto_Sr._Buum.png/revision/latest?cb=20210304051703&path-prefix=es","Sr. Buum","Coloca una bomba con efecto de Sr. Mega que causa 110 de daño."
"31","https://static.wikia.nocookie.net/bindingofisaac/images/3/31/Objeto_Toallita_de_Mam%C3%A1.png/revision/latest?cb=20210304051649&path-prefix=es","Toallita de Mamá","Causa miedo en todos los enemigos de la habitación durante 5 segundos."
"32","https://static.wikia.nocookie.net/bindingofisaac/images/f/fc/Objeto_Un_poni.png/revision/latest?cb=20210304050458&path-prefix=es","Un poni","Permite volar mientras se lleve el objeto, y aumenta la velocidad hasta que sea mínimo de 1.5. Al activarlo, Isaac embiste en la dirección en la que el pony apunta, dándole invencibilidad durante la embestida y causando 40 de daño."
"33","https://static.wikia.nocookie.net/bindingofisaac/images/4/4e/Objeto_%C2%A1Kamikaze%21.png/revision/latest?cb=20210304050853&path-prefix=es","¡Kamikaze!","Crea una explosión en el mismo lugar que Isaac, dañándolo medio corazón y causando 40 de daño a los enemigos atrapados por la explosión."
"34","https://static.wikia.nocookie.net/bindingofisaac/images/0/02/Objeto_%C2%A1Necesitamos_Ir_M%C3%A1s_Profundo%21.png/revision/latest?cb=20210304052031&path-prefix=es","¡Necesitamos Ir Más Profundo!","Crea una trampilla al siguiente piso."
"35","https://static.wikia.nocookie.net/bindingofisaac/images/0/04/Objeto_%C2%A1Teletransporte%21.png/revision/latest?cb=20210304051923&path-prefix=es","¡Teletransporte!","Teletransporta a Isaac a una habitación al azar del piso actual."
"36","https://static.wikia.nocookie.net/bindingofisaac/images/9/97/Objeto_Bola_de_cristal.png/revision/latest?cb=20210304050645&path-prefix=es","Bola de cristal","Revela el mapa (excepto la Habitación Súper Secreta y suelta un corazón de alma o una carta/runa al azar."
"37","https://static.wikia.nocookie.net/bindingofisaac/images/8/86/Objeto_Bolsa_I.V..png/revision/latest?cb=20210415211234&path-prefix=es","Bolsa I.V.","Isaac recibe medio corazón de daño (o un corazón a partir de Womb) y recibe una cantidad aleatoria de monedas, similar a usar una máquina de donación de sangre."
"38","https://static.wikia.nocookie.net/bindingofisaac/images/9/91/Objeto_Cabeza_de_Guppy.png/revision/latest?cb=20210304050814&path-prefix=es","Cabeza de Guppy","Hace aparecer 2-4 moscas azules."
"39","https://static.wikia.nocookie.net/bindingofisaac/images/7/7e/Objeto_Carta_de_Plegaria.png/revision/latest?cb=20210304051746&path-prefix=es","Carta de Plegaria","Da un corazón eterno."
"40","https://static.wikia.nocookie.net/bindingofisaac/images/b/b0/Objeto_D20.png/revision/latest?cb=20210304050656&path-prefix=es","D20","Cambia todos los recursos de la habitación."
"41","https://static.wikia.nocookie.net/bindingofisaac/images/3/37/Objeto_Derechos_de_sangre.png/revision/latest?cb=20210304050537&path-prefix=es","Derechos de sangre","Al activarlo, Isaac recibe un corazón de daño y causa 40 de daño a todos los enemigos en la habitación."
"42","https://static.wikia.nocookie.net/bindingofisaac/images/4/48/Objeto_Desgarra_el_Cielo.png/revision/latest?cb=20210304050641&path-prefix=es","Desgarra el Cielo","Invoca 5 rayos de luz en ubicaciones aleatorias, causando mucho daño a los enemigos que los toquen."
"43","https://static.wikia.nocookie.net/bindingofisaac/images/2/26/Objeto_Detonador_remoto.png/revision/latest?cb=20210304051806&path-prefix=es","Detonador remoto","Las bombas colocadas por Isaac sólo explotarán cuando Isaac active Remote Detonator. Da 5 bombas."
"44","https://static.wikia.nocookie.net/bindingofisaac/images/d/d6/Objeto_La_Vela.png/revision/latest?cb=20210304051943&path-prefix=es","La Vela","Lanza una llama temporal que pasa por encima de agujeros (pero no obstáculos). La llama daña a todo en su camino."
"45","https://static.wikia.nocookie.net/bindingofisaac/images/1/1c/Objeto_Llave_de_pap%C3%A1.png/revision/latest?cb=20210304050700&path-prefix=es","Llave de papá","Abre todas las puertas en la habitación actual."
"46","https://static.wikia.nocookie.net/bindingofisaac/images/2/28/Objeto_Mejor_Amigo.png/revision/latest?cb=20210304050523&path-prefix=es","Mejor Amigo","Hace aparecer un señuelo que explota después de un momento con un radio de explosión más grande que el de una bomba."
"47","https://static.wikia.nocookie.net/bindingofisaac/images/c/ca/Objeto_Pata_de_Guppy.png/revision/latest?cb=20210304050815&path-prefix=es","Pata de Guppy","Convierte un contenedor de vida roja en tres corazones de alma."
"48","https://static.wikia.nocookie.net/bindingofisaac/images/4/4a/Objeto_Pico_de_Notch.png/revision/latest?cb=20210304051718&path-prefix=es","Pico de Notch","RP Isaac destruye obstáculos y puede abrir la entrada a las habitaciones secretas al pasar hacia ellas, pero no puede disparar o recoger objetos hasta cancelar el efecto. RP Cambia entre el ataque de lágrimas y del pico, que se puede usar para atacar y romper obstáculos. Usarlo consume cargas y no se podrá usar hasta el siguiente piso cuando se gaste toda la carga."
"49","https://static.wikia.nocookie.net/bindingofisaac/images/d/da/Objeto_Poni_Blanco.png/revision/latest?cb=20210304052032&path-prefix=es","Poni Blanco","Pasivamente da vuelo y aumenta la velocidad hasta tener 1.5. Al activarlo, Isaac embiste en la dirección en la que el pony esté viendo, dando invencibilidad durante la carga y causando 40 de daño mientras invoca el efecto de Desgarra el Cielo."
"50","https://static.wikia.nocookie.net/bindingofisaac/images/a/a0/Objeto_Telepat%C3%ADa_para_Tontos.png/revision/latest?cb=20210304051921&path-prefix=es","Telepatía para Tontos","Da efecto de lágrimas que van hacia el enemigo durante la habitación actual."
"51","https://static.wikia.nocookie.net/bindingofisaac/images/f/f4/Objeto_Tragamonedas_port%C3%A1til.png/revision/latest?cb=20210304051744&path-prefix=es","Tragamonedas portátil","Gasta 1 moneda y tiene una probabilidad de soltar un recurso al azar."
"52","https://static.wikia.nocookie.net/bindingofisaac/images/c/c2/Objeto_Trasero_Aracnido.png/revision/latest?cb=20210304051852&path-prefix=es","Trasero Aracnido","Causa 10 de daño a todos los enemigos en la habitación y los ralentiza durante 10 segundos. RP Los enemigos matados por este efecto hacen aparecer arañas azules."
"53","https://static.wikia.nocookie.net/bindingofisaac/images/4/45/Objeto_Biblia_Sat%C3%A1nica.png/revision/latest?cb=20210304052007&path-prefix=es","Biblia Satánica","Da un corazón negro. RP Reemplaza el objeto de la habitación del jefe del piso actual por un pacto del diablo."
"54","https://static.wikia.nocookie.net/bindingofisaac/images/2/28/Objeto_Cabeza_de_Krampus.png/revision/latest?cb=20210304050822&path-prefix=es","Cabeza de Krampus","Dispara un rayo de Azufre en las cuatro direcciones cardinales. AB AB+ Los rayos tienen un 50% de probabilidad de girar alrededor de Isaac."
"55","https://static.wikia.nocookie.net/bindingofisaac/images/1/16/Objeto_Caja_de_Ara%C3%B1as.png/revision/latest?cb=20210304050556&path-prefix=es","Caja de Arañas","RP Hace aparecer de 1 a 4 arañas azules que causan 2.5 veces el daño de Isaac. RP Hace aparecer de 4 a 8 arañas azules que causan 2 veces el daño de Isaac."
"56","https://static.wikia.nocookie.net/bindingofisaac/images/1/11/Objeto_Caja_de_Pandora.png/revision/latest?cb=20210304051726&path-prefix=es","Caja de Pandora","Genera recursos u objetos dependiendo del piso en el que se use."
"57","https://static.wikia.nocookie.net/bindingofisaac/images/d/d1/Objeto_Carta_en_Blanco.png/revision/latest?cb=20210304050532&path-prefix=es","Carta en Blanco","Copia el efecto de cualquier carta RP o runa que Isaac lleve. RP Ya no copia el efecto de runas."
"58","https://static.wikia.nocookie.net/bindingofisaac/images/1/1d/Objeto_Conversor.png/revision/latest?cb=20210304050638&path-prefix=es","Conversor","RP Al activarlo, convierte 2 corazones de alma en un contenedor de vida. RP Al activarlo, convierte un corazón de alma o corazón negro en un contenedor de vida."
"59","https://static.wikia.nocookie.net/bindingofisaac/images/1/1a/Objeto_C%C3%B3mo_saltar.png/revision/latest?cb=20210304050834&path-prefix=es","Cómo saltar","Isaac salta en la dirección en la que esté caminando, pasando sobre obstáculos y enemigos."
"60","https://static.wikia.nocookie.net/bindingofisaac/images/8/88/Objeto_D10.png/revision/latest?cb=20210415210908&path-prefix=es","D10","Cambia los enemigos de la habitación."
"61","https://static.wikia.nocookie.net/bindingofisaac/images/b/b5/Objeto_D100.png/revision/latest?cb=20210304050653&path-prefix=es","D100","RP Activa el efecto de D4, El D6 y D20. RP Activa el efecto de D1, D4, El D6, D7, D8, D10, D12 y D20."
"62","https://static.wikia.nocookie.net/bindingofisaac/images/e/ed/Objeto_D4.png/revision/latest?cb=20210304050657&path-prefix=es","D4","Cambia todos los objetos pasivos de Isaac."
"63","https://static.wikia.nocookie.net/bindingofisaac/images/e/e6/Objeto_Dedos_m%C3%A1gicos.png/revision/latest?cb=20210304050933&path-prefix=es","Dedos mágicos","Gasta 1 moneda y causa 2 veces el daño de Isaac a todos los enemigos en la habitación."
"64","https://static.wikia.nocookie.net/bindingofisaac/images/3/3f/Objeto_El_B%C3%BAmeran.png/revision/latest?cb=20210304050554&path-prefix=es","El Búmeran","Lanza un boomerang que trae recursos, daña a los enemigos y los petrifica durante 2 segundos."
"65","https://static.wikia.nocookie.net/bindingofisaac/images/1/13/Objeto_El_Jarro.png/revision/latest?cb=20210304051952&path-prefix=es","El Jarro","Cuando Isaac tiene la vida completa, puede almacenar hasta 4 corazones rojos. Activarlo suelta los corazones rojos de su interior."
"66","https://static.wikia.nocookie.net/bindingofisaac/images/f/f7/Objeto_Frijol_Mantequilla.png/revision/latest?cb=20210304050613&path-prefix=es","Frijol Mantequilla","Isaac suelta un gas que empuja a los enemigos AB y proyectiles cercanos. RP Los enemigos empujados contra muros u obstáculos reciben 12 de daño."
"67","https://static.wikia.nocookie.net/bindingofisaac/images/2/2b/Objeto_Libro_de_Secretos.png/revision/latest?cb=20210304050551&path-prefix=es","Libro de Secretos","Da el efecto de Mapa del tesoro, La Brújula o Mapa azul durante el piso actual."
"68","https://static.wikia.nocookie.net/bindingofisaac/images/7/72/Objeto_L%C3%A1grimas_de_Isaac.png/revision/latest?cb=20210304050844&path-prefix=es","Lágrimas de Isaac","Dispara 8 lágrimas alrededor de Isaac tomando su daño, rango, velocidad de proyectil y algunos efectos de lágrima. Cada disparo de Isaac aumenta el número de cargas."
"69","https://static.wikia.nocookie.net/bindingofisaac/images/5/5b/Objeto_Paso_de_Unicornio.png/revision/latest?cb=20210304052025&path-prefix=es","Paso de Unicornio","Da invencibilidad y aumenta la velocidad durante 5 segundos, pero Isaac no podrá disparar."
"70","https://static.wikia.nocookie.net/bindingofisaac/images/3/37/Objeto_Respiraci%C3%B3n_de_vida.png/revision/latest?cb=20210304050600&path-prefix=es","Respiración de vida","Da un breve momento de invencibilidad cuando la carga llega a 0. Si se mantiene el botón de activación durante un segundo más mientras la carga está en 0, Isaac recibirá daño."
"71","https://static.wikia.nocookie.net/bindingofisaac/images/9/99/Objeto_Tijeras.png/revision/latest?cb=20210304051827&path-prefix=es","Tijeras","RP Convierte la cabeza de Isaac en un familiar estacionario durante la habitación actual que dispara automáticamente. RP En este estado, el cuerpo de Isaac actuará como una fuente controlable de lágrimas de sangre."
"72","https://static.wikia.nocookie.net/bindingofisaac/images/5/5f/Objeto_Undefined.png/revision/latest?cb=20210304052024&path-prefix=es","Undefined","Lleva a Isaac a la habitación secreta, habitación súper secreta, habitación del tesoro o I AM ERROR."
"73","https://static.wikia.nocookie.net/bindingofisaac/images/f/f5/Objeto_Vela_roja.png/revision/latest?cb=20210304051806&path-prefix=es","Vela roja","Lanza una llama que puede pasar sobre agujeros (pero no obstáculos). La llama causa daño a todo en su camino, reduciendo su tamaño conforme golpea a enemigos o bloquea proyectiles."
"74","https://static.wikia.nocookie.net/bindingofisaac/images/e/e3/Objeto_%C2%A1Flush%21.png/revision/latest?cb=20210304050750&path-prefix=es","¡Flush!","Convierte a todos los enemigos no-jefes de la habitación en caca. Mata instantáneamente a los jefes con temática de caca."
"75","https://static.wikia.nocookie.net/bindingofisaac/images/e/e1/Objeto_Bistur%C3%AD_Ventricular.png/revision/latest?cb=20210415212025&path-prefix=es","Bisturí Ventricular","Coloca un portal anaranjado y uno azul. Al entrar en un portal, Isaac es teletransportado al otro."
"76","https://static.wikia.nocookie.net/bindingofisaac/images/b/b5/Objeto_Bola_amiga.png/revision/latest?cb=20210304050754&path-prefix=es","Bola amiga","Lanzar la bola a un monstruo lo mata instantáneamente y lo captura. El enemigo capturado puede ser liberado más tarde y será aliado, peleando por Isaac y manteniéndose entre habitaciones."
"77","https://static.wikia.nocookie.net/bindingofisaac/images/4/4a/Objeto_Caja_de_Mam%C3%A1.png/revision/latest?cb=20210304051639&path-prefix=es","Caja de Mamá","De forma pasiva aumenta da + 1 Suerte y duplica el efecto de las baratijas. Al activarlo, genera una baratija al azar."
"78","https://static.wikia.nocookie.net/bindingofisaac/images/6/6e/Objeto_Caj%C3%B3n_de_Amigos.png/revision/latest?cb=20210304050555&path-prefix=es","Cajón de Amigos","Genera un familiar más por cada familiar que Isaac tenga durante la habitación actual. Si no tiene familiares, hace aparecer un Bebé Demonio durante la habitación actual."
"79","https://static.wikia.nocookie.net/bindingofisaac/images/2/22/Objeto_Ca%C3%B1%C3%B3n_de_cristal.png/revision/latest?cb=20210415211119&path-prefix=es","Cañón de cristal","RP Dispara una lágrima espectral y perforante gigante de mucho daño, pero disminuye la vida de Isaac a medio corazón. RP Dispara una lágrima espectral y perforante gigante de mucho daño. Si Isaac recibe daño mientras prepara el ataque, recibe daño adicional y Glass Cannon se convierte en Cañón de cristal roto."
"80","https://static.wikia.nocookie.net/bindingofisaac/images/e/e9/Objeto_D12.png/revision/latest?cb=20210304050655&path-prefix=es","D12","Cambia las rocas de la habitación por otros obstáculos al azar."
"81","https://static.wikia.nocookie.net/bindingofisaac/images/0/05/Objeto_D7.png/revision/latest?cb=20210304050658&path-prefix=es","D7","Reinicia la habitación actual y revive a los enemigos, permitiendo obtener una recompensa al superarla nuevamente."
"82","https://static.wikia.nocookie.net/bindingofisaac/images/5/56/Objeto_D8.png/revision/latest?cb=20210304050659&path-prefix=es","D8","Cambia el daño, cadencia, rango y velocidad de Isaac dándoles un multiplicador al azar."
"83","https://static.wikia.nocookie.net/bindingofisaac/images/5/58/Objeto_Detonador_de_l%C3%A1grimas.png/revision/latest?cb=20210304051915&path-prefix=es","Detonador de lágrimas","Detona todas las lágrimas de la pantalla, dividiéndolas en 6 lágrimas que saldrán disparadas en círculo."
"84","https://static.wikia.nocookie.net/bindingofisaac/images/3/37/Objeto_Diplopia.png/revision/latest?cb=20210304050722&path-prefix=es","Diplopia","Duplica todos los recursos y objetos de la habitación."
"85","https://static.wikia.nocookie.net/bindingofisaac/images/b/b8/Objeto_Frijol_Rojo.png/revision/latest?cb=20210415211253&path-prefix=es","Frijol Rojo","Isaac suelta un gas que enamora a los enemigos cercanos."
"86","https://static.wikia.nocookie.net/bindingofisaac/images/3/3d/Objeto_Jarra_de_Moscas.png/revision/latest?cb=20210304050847&path-prefix=es","Jarra de Moscas","Matar a un enemigo añade una mosca al jarrón, hasta un máximo de 20. Al activarlo, suelta las moscas de su interior."
"87","https://static.wikia.nocookie.net/bindingofisaac/images/a/af/Objeto_Mega_Frijol.png/revision/latest?cb=20210304051626&path-prefix=es","Mega Frijol","Petrifica a los enemigos de la habitación actual durante un par de segundos y envenena a los enemigos cercanos. También provoca un terremoto que se mueve en la dirección en la que Isaac esté viendo."
"88","https://static.wikia.nocookie.net/bindingofisaac/images/3/36/Objeto_Mega_R%C3%A1faga.png/revision/latest?cb=20210304051627&path-prefix=es","Mega Ráfaga","Isaac dispara un láser similar al que usa Mega Satan. El láser causa mucho daño y dura 15 segundos, persistiendo entre habitaciones."
"89","https://static.wikia.nocookie.net/bindingofisaac/images/b/b2/Objeto_Mine_Crafter.png/revision/latest?cb=20210415211432&path-prefix=es","Mine Crafter","Coloca un barril explosivo que puede ser empujado. Si se vuelve a activar en una habitación donde ya ha generado un barril explosivo y este está intacto, puede detonarlo remotamente."
"90","https://static.wikia.nocookie.net/bindingofisaac/images/d/d3/Objeto_Moneda_de_Madera.png/revision/latest?cb=20210304052035&path-prefix=es","Moneda de Madera","Tiene un 50% de probabilidad de generar un tipo de monda al azar."
"91","https://static.wikia.nocookie.net/bindingofisaac/images/a/af/Objeto_Placebo.png/revision/latest?cb=20210304051737&path-prefix=es","Placebo","Copia el efecto de la píldora que Isaac lleve."
"92","https://static.wikia.nocookie.net/bindingofisaac/images/b/be/Objeto_Reloj_de_Arena_brillante.png/revision/latest?cb=20210304050804&path-prefix=es","Reloj de Arena brillante","Regresa a Isaac a la habitación anterior y deshace todas las acciones que hayan ocurrido en la habitación actual, volviendo al estado en que se encontraba antes."
"93","https://static.wikia.nocookie.net/bindingofisaac/images/1/12/Objeto_Teletransporte_2.0.png/revision/latest?cb=20210304051922&path-prefix=es","Teletransporte 2.0","Teletransporta a Isaac a una habitación al azar del piso actual que aun no haya sido explorada. Si ya se han explorado todas las habitaciones, incluyendo habitaciones secretas, llevará a la habitación del pacto; si ya se ha visitado también, llevará a una habitación de I AM ERROR."
"94","https://static.wikia.nocookie.net/bindingofisaac/images/5/5e/Objeto_Abono.png/revision/latest?cb=20210304050632&path-prefix=es","Abono","Duplica las moscas y arañas azules, o hace aparecer una si Isaac no tiene ninguna. Convierte todos los recursos de la habitación actual en moscas y arañas azules."
"95","https://static.wikia.nocookie.net/bindingofisaac/images/7/71/Objeto_Agujero_negro.png/revision/latest?cb=20210304050529&path-prefix=es","Agujero negro","Lanza un agujero negro al piso que atrae a los enemigos y les causa daño. También destruye obstáculos en un gran área a su alrededor."
"96","https://static.wikia.nocookie.net/bindingofisaac/images/3/31/Objeto_Alma_de_Ed%C3%A9n.png/revision/latest?cb=20210415211019&path-prefix=es","Alma de Edén","Hace aparecer dos pedestales de objeto y desaparece. Comienza sin cargas."
"97","https://static.wikia.nocookie.net/bindingofisaac/images/a/aa/Objeto_Altar_de_sacrificio.png/revision/latest?cb=20210304051819&path-prefix=es","Altar de sacrificio","Sacrifica hasta a 2 familiares y hace aparecer un objeto de la fuente de obtención del diablo por cada familiar sacrificado. Convierte a todas las moscas y arañas azules en monedas."
"98","https://static.wikia.nocookie.net/bindingofisaac/images/0/0b/Objeto_Aspersor.png/revision/latest?cb=20210304051857&path-prefix=es","Aspersor","Hace aparecer un aspersor que gira y dispara lágrimas."
"99","https://static.wikia.nocookie.net/bindingofisaac/images/a/af/Objeto_Caja_de_mudanza.png/revision/latest?cb=20210304051702&path-prefix=es","Caja de mudanza","Si la caja está vacía, recoge todos los objetos y recursos de la habitación y los almacena. Si la caja no está vacía, coloca todos los objetos y recursos almacenados en la habitación actual."
"100","https://static.wikia.nocookie.net/bindingofisaac/images/f/f2/Objeto_Control_Remoto.png/revision/latest?cb=20210415210825&path-prefix=es","Control Remoto","Transforma a Isaac en un personaje al azar y elimina el último objeto que haya recogido."
"101","https://static.wikia.nocookie.net/bindingofisaac/images/7/78/Objeto_Cup%C3%B3n.png/revision/latest?cb=20210304050639&path-prefix=es","Cupón","Al activarlo, hace que un objeto al azar de la tienda, pacto o mercado negro sea gratis."
"102","https://static.wikia.nocookie.net/bindingofisaac/images/e/e7/Objeto_D_infinito.png/revision/latest?cb=20210415210900&path-prefix=es","D infinito","RP Da el efecto de un dado al azar que cambia con cada uso. RP Se puede cambiar el efecto de dado que imita con el botón de ""Soltar""."
"103","https://static.wikia.nocookie.net/bindingofisaac/images/a/af/Objeto_D1.png/revision/latest?cb=20210415210904&path-prefix=es","D1","Duplica un recurso al azar en la habitación."
"104","https://static.wikia.nocookie.net/bindingofisaac/images/2/23/Objeto_Dataminer.png/revision/latest?cb=20210304050706&path-prefix=es","Dataminer","Desplaza los sprites de la habitación actual y aumenta una estadística al azar mientras disminuye otra."
"105","https://static.wikia.nocookie.net/bindingofisaac/images/2/21/Objeto_Delirious.png/revision/latest?cb=20210304050717&path-prefix=es","Delirious","Hace aparecer a Delirium como un jefe aliado que pelea junto a Isaac."
"106","https://static.wikia.nocookie.net/bindingofisaac/images/5/52/Objeto_Espera..._%C2%BFqu%C3%A9%3F.png/revision/latest?cb=20210304052030&path-prefix=es","Espera... ¿qué?","Isaac suelta un gas mientras lanza terremotos."
